,question.stem,keywords,answer
3853,What does someone want to do fast when they complete something in a perfunctory way?,"['perfunctory', 'fast', 'complete', 'want', 'does']",complete
3854,"A quarter of it was twenty five pounds, so the whole was what?","['quarter', 'pounds']",hundredweight
3855,John didn't have to ride his bike.  He did it for only one reason. What reason is that?,"['bike', 'john', 'ride', 'reason', 'didn']",enjoyment
3856,"The play was nearly starting, everybody took their seat in the what?","['seat', 'play', 'starting', 'everybody', 'took']",theatre
3857,Where does a cast act?,"['cast', 'act', 'does']",stage
3858,Dancing poorly in public may make you feel what?,"['dancing', 'feel', 'poorly', 'public', 'make']",humiliation
3859,What is the object with a point used for mountain climbing?,"['climbing', 'mountain', 'object', 'point', 'used']",alpenstock
3860,"THe apiarist bought a new queen, where was the queen bound?","['queen', 'apiarist', 'bound', 'new', 'bought']",beehive
3861,Where are there more than 1 trillion planets like earth?,"['planets', 'earth', 'trillion', 'like']",
3862,John and George are camping together.  They're sitting around a pile of sticks and john is lighting a match.  Why is john lighting a match?,"['john', 'camping', 'george', 'lighting', 'match']",make fire
3863,"The monkey was hopping around, climbing things, and swinging around his habitat.  What might he have been feeling?","['monkey', 'feeling', 'swinging', 'habitat', 'hopping']",playful mood
3864,What is likely to be a child's reaction to going to play?,"['play', 'child', 'reaction', 'likely', 'going']",happiness
3865,LEds  are commonly found on kehyboards and other what?,"['leds', 'kehyboards', 'commonly']",electronic devices
3866,"When you want to go to bed with a pretty girl and want to get warm, what do you need to do?","['warm', 'bed', 'girl', 'want', 'pretty']",pull up covers
3867,Where can you buy alcohol and items for nourishment?,"['nourishment', 'alcohol', 'items', 'buy']",supermarket
3868,Where is a flat likely to be grouped with other flats?,"['flats', 'flat', 'grouped', 'likely']",apartment building
3869,Where does a heifer end?,"['heifer', 'end', 'does']",slaughter house
3870,"I only like fiction books, why should I read a non-fiction book?","['fiction', 'book', 'books', 'read', 'non']",knowledge
3871,Where would you be most likely to see a cow?,"['cow', 'likely']",ranch
3872,What could a real estate agent do if his or her customer wants to get a house?,"['house', 'agent', 'estate', 'customer', 'wants']",offer price
3873,What is someone looking for in a new mattress when returning one that had lots of rigidity?,"['mattress', 'rigidity', 'returning', 'new', 'looking']",softness
3874,What is it called when a reproduction of an original movie is made?,"['original', 'movie', 'reproduction', 'called']",remake
3875,Too much shopping could lead to?,"['shopping', 'lead']",bankruptcy
3876,An over-heated snake will hide where in a house?,"['snake', 'heated', 'hide', 'house']",basement
3877,"He wanted a saxophone, so he went where?","['saxophone', 'went', 'wanted']",music store
3878,What is the easiest place for a human or another animal to live?,"['place', 'animal', 'human', 'easiest', 'live']",temperate climate
3879,"There is a hard substance that must take on different forms, what are these forms?","['substance', 'forms', 'hard', 'different']",formed into cubes
3880,Where might nymphs live in a pleasure garden?,"['nymphs', 'garden', 'live', 'pleasure']",fairy tale
3881,Where is a subway station called something else?,"['subway', 'station', 'called']",london
3882,Where would I put a rosebush if I did not want to keep it outside?,"['rosebush', 'outside', 'want', 'did']",pot
3883,"The handyman finished installing the hinged door, unfortunately it was getting stuck closed within the what?","['door', 'hinged', 'handyman', 'stuck', 'closed']",doorway
3884,What might someone jogging be trying to achieve long term?,"['jogging', 'long', 'achieve', 'term', 'trying']",being healthy
3885,What has an accelerator and is owned by most people?,"['accelerator', 'people', 'owned']",car
3886,"After suffering a bad injury, where will a person get taken?","['injury', 'suffering', 'person', 'taken', 'bad']",
3887,Where did he put the newspaper for his new puppy's leaks?,"['newspaper', 'leaks', 'puppy', 'new', 'did']",floor
3888,"In the morning you return to work, in the evening you?","['morning', 'evening', 'work', 'return']",leave work
3889,When I gentleman needs to use the facilities while out for dinner he goes to the what?,"['gentleman', 'facilities', 'dinner', 'needs', 'use']",
3890,WHere are baseball stadiums typically located?,"['stadiums', 'baseball', 'located', 'typically']",urban areas
3891,If you haven't been sleeping well you are probably what?,"['sleeping', 'probably', 'haven']",tired
3892,Where is the best place to store the title to you car or deed to your home?,"['deed', 'car', 'place', 'store', 'home']",safe deposit box
3893,"When two people who love each other are alone, they will probably try to contact each other and get what?","['love', 'contact', 'people', 'try', 'probably']",together
3894,Where could I find a paper clip?,"['clip', 'paper']",desk drawer
3895,what is the end result of hiring a maid?,"['maid', 'hiring', 'result', 'end']",clean house
3896,"The book had deep meaning to the businessman, he always kept a copy of it beneath all his work in his what?","['book', 'businessman', 'copy', 'work', 'beneath']",briefcase
3897,"After the loss, we really need one of these?","['need', 'loss', 'really']",win
3898,"The truck driver wanted to read a bible while on a job, where should he find one?","['bible', 'truck', 'driver', 'job', 'read']",motel
3899,What does a projectile pass through?,"['projectile', 'pass', 'does']",air
3900,What is beginning work likely to lead to a day of?,"['work', 'day', 'beginning', 'likely', 'lead']",working
3901,Where does a person what in reception while waiting for food?,"['reception', 'food', 'waiting', 'person', 'does']",restaurant
3902,If someone is a gentleman in a professional setting what would he wear?,"['gentleman', 'professional', 'wear', 'setting']",suit
3903,In using computers where one thoroughly enjoys himself what may ensue?,"['enjoys', 'computers', 'using', 'thoroughly', 'ensue']",addiction
3904,Jennifer wanted to connect with other people.  But she was abrasive and clingy. Her attempts to get closer just did what to her connections?,"['jennifer', 'clingy', 'connections', 'connect', 'closer']",sever
3905,"Jane saw her flirting with her boyfriend, what was her reaction?","['jane', 'flirting', 'boyfriend', 'reaction', 'saw']",jealousy
3906,Where do lizards like to sun themselves?,"['lizards', 'sun', 'like']",rocky places
3907,What do people make with crab?,"['crab', 'make', 'people']",delicious meal
3908,"The student wanted to impress with his essay and looked up a synonym for standard, he found a word that had a slant rhyme with ""proverbial"" and was quite proud, what did he find?","['rhyme', 'proverbial', 'essay', 'student', 'synonym']",colloquial
3909,"John traveled deeper and deeper.  As he went, the light faded away until it was pitch black. Where might he be?","['john', 'deeper', 'light', 'traveled', 'faded']",ocean
3910,"Sean was an honest person, but his married June, who wasn't honest at all. In fact, who was very what?","['sean', 'honest', 'person', 'june', 'married']",deceitful
3911,What do you use to catch a mouse?,"['mouse', 'catch', 'use']",trap
3912,If it isn't found in a jewelry store or boutique when would one find a choker?,"['choker', 'jewelry', 'boutique', 'store', 'isn']",jewelry box
3913,"Washing hands after certain activities is highly recommended, keeping up this habit can keep you in good what?","['washing', 'hands', 'habit', 'activities', 'keeping']",health
3914,"She had locked her key in her car again, but luckily she always kept a spare in her what?","['spare', 'car', 'key', 'locked', 'kept']",purse
3915,which door with lock regularly holds cars?,"['door', 'cars', 'lock', 'holds', 'regularly']",garage
3916,The bulky man enjoyed to eat hamburger or anything else high in what?,"['hamburger', 'eat', 'bulky', 'high', 'man']",protein
3917,Where could you find a steel cable that has not been completed yet?,"['steel', 'cable', 'completed']",factory
3918,Where were the cowboys herding the heifers across the property towards?,"['heifers', 'herding', 'cowboys', 'property']",cattle ranch
3919,Where would a weasel go if it is hungry?,"['weasel', 'hungry']",cherry tree
3920,"If you want to bake something, but do not have butter, where would you get it?","['butter', 'bake', 'want']",store
3921,"If a person is celebrating something, what is their likely emotion?","['celebrating', 'emotion', 'person', 'likely']",being happy
3922,"When someone moves to another state, they are what from you?","['state', 'moves']",far
3923,What handle did the man grab to when he wanted a snack?,"['handle', 'snack', 'grab', 'man', 'wanted']",fridge
