,answerKey,id,question.question_concept,question.choices,question.stem,keywords
3569,E,4b26beac09a811e3aef490b64b360513_1,hot dogs,"[{'label': 'A', 'text': 'park'}, {'label': 'B', 'text': 'disneyland'}, {'label': 'C', 'text': 'churro stand'}, {'label': 'D', 'text': 'bowling alley'}, {'label': 'E', 'text': 'sporting event'}]",Where are hot dogs are a commonly sold item away from a grocery store?,"['grocery', 'store', 'dogs', 'commonly', 'item']"
3570,C,b3007e78b611b01d4dc5baefc9a53631,getting divorce,"[{'label': 'A', 'text': 'emotional distress'}, {'label': 'B', 'text': 'bad feelings'}, {'label': 'C', 'text': 'richer'}, {'label': 'D', 'text': 'depression'}, {'label': 'E', 'text': 'guilty'}]","The husband never worked a day, but after getting divorced received alimony, what did he become as a result?","['alimony', 'divorced', 'husband', 'result', 'day']"
3571,A,8cd9f784277466e40b72750727ab2f83,crab,"[{'label': 'A', 'text': 'most offices'}, {'label': 'B', 'text': 'fish department'}, {'label': 'C', 'text': 'basin'}, {'label': 'D', 'text': 'fancy restaurant'}, {'label': 'E', 'text': 'fish market'}]",Name a sort of place where live crabs are not allowed.,"['crabs', 'place', 'allowed', 'live', 'sort']"
3572,C,2bbe8563d66f145cbbdbc72a40113f90,suntan lotion,"[{'label': 'A', 'text': 'beach bag'}, {'label': 'B', 'text': 'grocery store'}, {'label': 'C', 'text': 'pharmacy'}, {'label': 'D', 'text': 'shop'}, {'label': 'E', 'text': 'tanning salon'}]",WHere do you typically buy prescription suntan lotion?,"['suntan', 'lotion', 'prescription', 'buy', 'typically']"
3573,A,b61e8d33ddb1697cdbdcd6cddf73db52,jeans,"[{'label': 'A', 'text': 'thrift store'}, {'label': 'B', 'text': 'clothing store'}, {'label': 'C', 'text': 'outside'}, {'label': 'D', 'text': 'closet'}, {'label': 'E', 'text': 'gap'}]",If you like your jeans already broken in where should you shop?,"['jeans', 'shop', 'broken', 'like']"
3574,D,cf225da83ae20d829f0834ec535bbcaf,ficus,"[{'label': 'A', 'text': 'dictionary'}, {'label': 'B', 'text': 'middle east'}, {'label': 'C', 'text': 'earth'}, {'label': 'D', 'text': 'container'}, {'label': 'E', 'text': 'tropical forest'}]",Where would you put a ficus if you do not want it to damage your floor?,"['ficus', 'floor', 'damage', 'want']"
3575,E,ee9c499e44864661f0ef3ed4c950c0ac,washing clothes,"[{'label': 'A', 'text': 'money'}, {'label': 'B', 'text': 'watch tv'}, {'label': 'C', 'text': 'getting wet'}, {'label': 'D', 'text': 'study'}, {'label': 'E', 'text': 'singing'}]",What do people do to pass time when washing clothes?,"['washing', 'clothes', 'people', 'time', 'pass']"
3576,C,fbdcc78bfb17162ef2ccca168d4bc416,people,"[{'label': 'A', 'text': 'bank money'}, {'label': 'B', 'text': 'call police'}, {'label': 'C', 'text': 'wait in line'}, {'label': 'D', 'text': 'believe in god'}, {'label': 'E', 'text': 'suffer pain'}]","The demand from people was high, how can chaos be avoided?","['chaos', 'demand', 'people', 'high', 'avoided']"
3577,C,41aebf4bc900f73c260902c83a1f189b,taking break,"[{'label': 'A', 'text': 'not working'}, {'label': 'B', 'text': 'feel relaxed'}, {'label': 'C', 'text': 'relaxation'}, {'label': 'D', 'text': 'distractions'}, {'label': 'E', 'text': 'delay'}]",Humans usually get what from taking a break?,"['break', 'humans', 'usually', 'taking']"
3578,B,ea826d49cab0f09a0ab1b7dd039573c5,chess pawn,"[{'label': 'A', 'text': 'small case'}, {'label': 'B', 'text': 'toy store'}, {'label': 'C', 'text': 'game store'}, {'label': 'D', 'text': 'chess game'}, {'label': 'E', 'text': 'cheese shop'}]","If I wanted to buy a chess pawn, where would be a good place to look?","['pawn', 'chess', 'buy', 'place', 'wanted']"
3579,C,29662bb7006f6f56af75c056d718e362,sound,"[{'label': 'A', 'text': 'air'}, {'label': 'B', 'text': 'movie'}, {'label': 'C', 'text': 'concert hall'}, {'label': 'D', 'text': 'music'}, {'label': 'E', 'text': 'school'}]",Billy and June were driving down the street when they heard lovely sound coming from a something.  What might that be?,"['sound', 'billy', 'driving', 'street', 'june']"
3580,C,91eb803f5af5f9d52ff72c66a5f72bfc,competing against,"[{'label': 'A', 'text': 'winning or losing'}, {'label': 'B', 'text': 'envy'}, {'label': 'C', 'text': 'resentment'}, {'label': 'D', 'text': 'injury'}, {'label': 'E', 'text': 'pride'}]",John didn't think he and Steve should be competing against each other.  It wasn't good for their relationship.  The losers always felt jealousy and what?,"['john', 'competing', 'losers', 'jealousy', 'steve']"
3581,A,8f25d837442574fb0ecaae9ebcb03c9a,getting in shape,"[{'label': 'A', 'text': 'good health'}, {'label': 'B', 'text': 'jogging'}, {'label': 'C', 'text': 'exercise'}, {'label': 'D', 'text': 'sweat'}, {'label': 'E', 'text': 'feel better'}]",Why would you be getting in shape?,"['shape', 'getting']"
3582,B,d8068a0338111170310e240e43cde46e,lying,"[{'label': 'A', 'text': 'feeling guilty'}, {'label': 'B', 'text': 'problems'}, {'label': 'C', 'text': 'getting caught'}, {'label': 'D', 'text': 'hurt feelings'}, {'label': 'E', 'text': 'being fired'}]",What does lying about oneself likely to lead to?,"['lying', 'oneself', 'lead', 'likely', 'does']"
3583,D,c76c972fd3c8d1eb325f6d4912c6036f,committing suicide,"[{'label': 'A', 'text': 'cut wrist'}, {'label': 'B', 'text': 'swimming'}, {'label': 'C', 'text': 'dying'}, {'label': 'D', 'text': 'die'}, {'label': 'E', 'text': 'interruption'}]",What does someone committing suicide want to do?,"['suicide', 'committing', 'want', 'does']"
3584,C,20296589a138a86d2a28e6821e61a864,pretending,"[{'label': 'A', 'text': 'religion'}, {'label': 'B', 'text': 'forget'}, {'label': 'C', 'text': 'smile'}, {'label': 'D', 'text': 'play'}, {'label': 'E', 'text': 'eat'}]","She was pretending to be happy for others, she would always what?","['pretending', 'happy']"
3585,C,9d3bd52da102dc65af174db58ae14fc0,needlepoint,"[{'label': 'A', 'text': 'sewing'}, {'label': 'B', 'text': 'frame'}, {'label': 'C', 'text': 'livingroom'}, {'label': 'D', 'text': 'sewing'}, {'label': 'E', 'text': 'artscraft store'}]",Where can you work on needlepoint near the entrance of you home?,"['needlepoint', 'work', 'near', 'home', 'entrance']"
3586,C,c74bf9144d6fb736ce73f732a0506044,sleep at night,"[{'label': 'A', 'text': 'get into bed'}, {'label': 'B', 'text': 'closed his eyes'}, {'label': 'C', 'text': 'go to sleep'}, {'label': 'D', 'text': 'relax'}, {'label': 'E', 'text': 'rest'}]","James needed more sleep at night, so he did what earlier?","['james', 'sleep', 'night', 'earlier', 'did']"
3587,D,46f826732f5053c49f0c9cf63cde20d0,church,"[{'label': 'A', 'text': 'christian community'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'wedding'}, {'label': 'D', 'text': 'every town'}, {'label': 'E', 'text': 'preast'}]","James goes to church regularly.  He needs to move, but wants to move to a place with a church.  Where, in America, might one expect to find a church?","['church', 'america', 'place', 'james', 'regularly']"
3588,E,4ec926d0158374e2f72d261a51d9ae46,potatoes,"[{'label': 'A', 'text': 'farm'}, {'label': 'B', 'text': 'cellar'}, {'label': 'C', 'text': 'restaurant'}, {'label': 'D', 'text': 'boiled'}, {'label': 'E', 'text': 'countryside'}]",When potatoes aren't raised in town where are they raised?,"['potatoes', 'raised', 'town', 'aren']"
3589,C,ff25fafed0a27ef1e13bb7fc531f6084,science,"[{'label': 'A', 'text': 'history studies'}, {'label': 'B', 'text': 'geography'}, {'label': 'C', 'text': 'religion'}, {'label': 'D', 'text': 'math'}, {'label': 'E', 'text': 'ghosts'}]","Some say they are at odds, but many find solace in both science and what?","['science', 'solace', 'odds', 'say']"
3590,A,10392ae3d10b7b5e130e4d7f45542176,alacrity,"[{'label': 'A', 'text': 'apathy'}, {'label': 'B', 'text': 'detachment'}, {'label': 'C', 'text': 'indifference'}, {'label': 'D', 'text': 'hesitance'}, {'label': 'E', 'text': 'reluctance'}]",What does someone who does not feel alacrity or anything feel?,"['feel', 'alacrity', 'does']"
3591,A,6067088d497bf6e6f27dbf82ed72cc94,mammoth,"[{'label': 'A', 'text': 'ancient history'}, {'label': 'B', 'text': 'recent'}, {'label': 'C', 'text': 'stone age'}, {'label': 'D', 'text': 'storybook'}, {'label': 'E', 'text': 'ancient times'}]","The mammoth has often been considered for cloning, if this happened it would would make it no longer just what?","['cloning', 'mammoth', 'considered', 'just', 'make']"
3592,B,9553417e9b0b092baaf42b46c2b9d720,soft,"[{'label': 'A', 'text': 'ruled'}, {'label': 'B', 'text': 'harsh'}, {'label': 'C', 'text': 'abrasive'}, {'label': 'D', 'text': 'hard'}, {'label': 'E', 'text': 'sensible'}]","The troublemaker had been hoping for a soft punishment, but the ruling handed down was quite what?","['punishment', 'ruling', 'troublemaker', 'soft', 'quite']"
3593,E,6d773a13882b626ad6baea459a352479,poison,"[{'label': 'A', 'text': 'consumable'}, {'label': 'B', 'text': 'medicine'}, {'label': 'C', 'text': 'nutrient'}, {'label': 'D', 'text': 'dosage'}, {'label': 'E', 'text': 'antidote'}]","He had just drank poison, and the man who had given it to him was now mockingly showing the what?","['poison', 'mockingly', 'drank', 'showing', 'given']"
3594,D,d81676b2782479a563014bcf75a7fe53,turnstile,"[{'label': 'A', 'text': 'theatre'}, {'label': 'B', 'text': 'subway station'}, {'label': 'C', 'text': 'train station'}, {'label': 'D', 'text': 'amusement park'}, {'label': 'E', 'text': 'store'}]",Where would you use a turnstile that does not require inserting a ticket?,"['turnstile', 'ticket', 'require', 'inserting', 'use']"
3595,A,7ace21cff5ae9b94c4d799294a6f2976,punishing,"[{'label': 'A', 'text': 'public outrage'}, {'label': 'B', 'text': 'get angry'}, {'label': 'C', 'text': 'going to jail'}, {'label': 'D', 'text': 'feel guilty'}, {'label': 'E', 'text': 'hatred'}]",Punishing innocent people with the death penalty should cause what?,"['punishing', 'death', 'innocent', 'penalty', 'people']"
3596,C,781c603455ef95f508ec221b652f6412,hands,"[{'label': 'A', 'text': 'sign language'}, {'label': 'B', 'text': 'scratch'}, {'label': 'C', 'text': 'articulate'}, {'label': 'D', 'text': 'cup water'}, {'label': 'E', 'text': 'soft'}]",The fingers do this with the hand. What is it?,"['hand', 'fingers']"
3597,D,9f2a2f4e612793d201ceae342bcb5c74,lettuce,"[{'label': 'A', 'text': 'supermarket'}, {'label': 'B', 'text': ""farmer's market""}, {'label': 'C', 'text': 'pantry'}, {'label': 'D', 'text': 'refrigerator'}, {'label': 'E', 'text': 'salad'}]",Where is the best place to keep personal lettuce?,"['lettuce', 'place', 'personal', 'best']"
3598,B,d9258034ee3243be7f96bd6de21d0578,sunshine,"[{'label': 'A', 'text': 'street'}, {'label': 'B', 'text': 'windowsill'}, {'label': 'C', 'text': 'disneyland'}, {'label': 'D', 'text': 'grow lights'}, {'label': 'E', 'text': 'summer'}]",Where would sunshine be likely to fall on a plant that a person owns?,"['sunshine', 'plant', 'owns', 'fall', 'person']"
3599,A,8fbaf56fc4f935d778c4e8567cc92d3f,expressing yourself,"[{'label': 'A', 'text': 'empowerment'}, {'label': 'B', 'text': 'misunderstanding'}, {'label': 'C', 'text': 'embarrassment'}, {'label': 'D', 'text': 'repercussions'}, {'label': 'E', 'text': 'falling down'}]",What is a positive effect of expressing yourself?,"['expressing', 'effect', 'positive']"
3600,D,8317ea66220b69f9ae472fbae9cb65dd,box,"[{'label': 'A', 'text': 'cellar'}, {'label': 'B', 'text': 'car'}, {'label': 'C', 'text': 'garage'}, {'label': 'D', 'text': 'closet'}, {'label': 'E', 'text': 'post office'}]",Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,"['box', 'danny', 'cozy', 'sealed', 'small']"
3601,D,03e7b7afb7e89facc814c31b1ce9bf46,money,"[{'label': 'A', 'text': 'made a mistake'}, {'label': 'B', 'text': 'control people'}, {'label': 'C', 'text': 'get things'}, {'label': 'D', 'text': 'buy food'}, {'label': 'E', 'text': 'pay bills'}]",Sally went to a store and spent money.  Most of her purchases were fresh but some were frozen.  What did she do?,"['frozen', 'sally', 'store', 'purchases', 'fresh']"
3602,D,50cf6da6f9d0b66b19b09a5a48674084,bar service,"[{'label': 'A', 'text': 'entertainment'}, {'label': 'B', 'text': 'train'}, {'label': 'C', 'text': 'motel'}, {'label': 'D', 'text': 'hotel'}, {'label': 'E', 'text': 'wedding'}]","If one wanted great bar service and maybe a room afterwards, where would be a good place to go?","['bar', 'room', 'place', 'service', 'wanted']"
3603,A,87162f39526413675609860690a2e55f,refill,"[{'label': 'A', 'text': 'restaurant'}, {'label': 'B', 'text': 'cup'}, {'label': 'C', 'text': 'sky'}, {'label': 'D', 'text': 'coffee shop'}, {'label': 'E', 'text': 'stationary store'}]",Where does someone ask for refills with a meal?,"['refills', 'meal', 'ask', 'does']"
3604,B,d52d91fc509a7ddb92d830482e6d89f8,contemn,"[{'label': 'A', 'text': 'like'}, {'label': 'B', 'text': 'respect'}, {'label': 'C', 'text': 'revere'}, {'label': 'D', 'text': 'venerate'}, {'label': 'E', 'text': 'honor'}]",If you contemn someone they most certainly will not have your what?,"['contemn', 'certainly']"
3605,E,9d5d9c2c882980008926e65fc3eb4cba,thanking,"[{'label': 'A', 'text': 'shake hands'}, {'label': 'B', 'text': 'appreciation'}, {'label': 'C', 'text': 'happy'}, {'label': 'D', 'text': 'feel good'}, {'label': 'E', 'text': 'smile'}]","He was thanking everybody for coming, he gave them each a big what?","['big', 'gave', 'everybody', 'thanking', 'coming']"
3606,E,e2b34e48ec0e9efffc0e16528ae32971,baseball,"[{'label': 'A', 'text': 'very popular in japan'}, {'label': 'B', 'text': 'round'}, {'label': 'C', 'text': 'fun to play'}, {'label': 'D', 'text': 'a challenge'}, {'label': 'E', 'text': 'hard'}]","He had really bad hand-eye coordination, so playing baseball was what?","['baseball', 'coordination', 'playing', 'hand', 'eye']"
3607,E,ab1e3915885c2d9bc2ce9288c3fa8e16,water,"[{'label': 'A', 'text': 'melts'}, {'label': 'B', 'text': 'wet clothes'}, {'label': 'C', 'text': 'move mountains'}, {'label': 'D', 'text': 'thin blood'}, {'label': 'E', 'text': 'take several forms'}]",What can happen to water at different temperatures?,"['temperatures', 'water', 'different', 'happen']"
3608,B,8a23434050d32dcea98074205fcde1ff,letters,"[{'label': 'A', 'text': 'envelopes'}, {'label': 'B', 'text': 'post office'}, {'label': 'C', 'text': 'mailbox'}, {'label': 'D', 'text': 'mail box'}, {'label': 'E', 'text': 'front door'}]","If you're moving, the people here will forward your letters for you.","['moving', 'forward', 'letters', 'people']"
3609,B,cb7dc25380b8c50f7e90c16ad2a56896,slave,"[{'label': 'A', 'text': 'poor countries'}, {'label': 'B', 'text': 'ancient rome'}, {'label': 'C', 'text': 'plantation'}, {'label': 'D', 'text': 'dungeon'}, {'label': 'E', 'text': 'canada'}]",In what society did slaves outnumber the citizens?,"['slaves', 'citizens', 'society', 'outnumber', 'did']"
3610,C,0c2a29ddba4ce9052ba2854bd7d9c000,buy house,"[{'label': 'A', 'text': 'make home'}, {'label': 'B', 'text': 'security'}, {'label': 'C', 'text': 'measureing distances'}, {'label': 'D', 'text': 'examining poorch'}, {'label': 'E', 'text': 'make money'}]","Before buying a house, what should I look for concerning my job?","['house', 'job', 'buying', 'look', 'concerning']"
3611,D,e763e7f38fcc5afaaeb9f7d2a56207b5,bass fiddle,"[{'label': 'A', 'text': 'music'}, {'label': 'B', 'text': 'jazz band'}, {'label': 'C', 'text': 'orchestra'}, {'label': 'D', 'text': 'nursery rhyme'}, {'label': 'E', 'text': 'music store'}]","He played the bass fiddle professionally, but for his baby he used it to play a fun simple what?","['fiddle', 'bass', 'play', 'fun', 'played']"
3612,B,81f4d7efd7d64a7329c2e2043e65407f,mug,"[{'label': 'A', 'text': 'bar'}, {'label': 'B', 'text': 'cupboard'}, {'label': 'C', 'text': 'cabinet'}, {'label': 'D', 'text': 'containing drink'}, {'label': 'E', 'text': 'refrigerator'}]",Where do you store mugs in your house?,"['mugs', 'store', 'house']"
3613,B,aaefa81d3c2e4837e14875f9f1c84d99,shadow,"[{'label': 'A', 'text': 'ground'}, {'label': 'B', 'text': 'bright light'}, {'label': 'C', 'text': 'bridge'}, {'label': 'D', 'text': 'sunshine'}, {'label': 'E', 'text': 'beam'}]",What does there need to be for a shadow to appear?,"['shadow', 'appear', 'does', 'need']"
3614,A,91fb266c29d5b9dbb0288adc98a629c1,standing in line,"[{'label': 'A', 'text': 'frustration'}, {'label': 'B', 'text': 'order'}, {'label': 'C', 'text': 'pain'}, {'label': 'D', 'text': 'fatigue'}, {'label': 'E', 'text': 'disappointed'}]",What may you feel after standing in line for a long time and not getting what you were after?,"['feel', 'line', 'getting', 'standing', 'long']"
3615,A,5baa0de12cacf0d5daf8d29b9fe2ae0d,marmot,"[{'label': 'A', 'text': 'south america'}, {'label': 'B', 'text': 'outside'}, {'label': 'C', 'text': 'new zealand'}, {'label': 'D', 'text': 'wilderness'}, {'label': 'E', 'text': 'jungle'}]",What continent is a marmot likely to be found on?,"['marmot', 'continent', 'likely']"
3616,C,ef2f36894b9d892e5cebe226a481fd03,person,"[{'label': 'A', 'text': 'successful in life'}, {'label': 'B', 'text': 'agitated'}, {'label': 'C', 'text': 'excited'}, {'label': 'D', 'text': 'eat every day'}, {'label': 'E', 'text': 'compliments'}]","The person got called down as a contestant, he ran down the aisle very what?","['contestant', 'aisle', 'ran', 'called', 'person']"
3617,A,5bca64f01e0b198788458574379679db,gain,"[{'label': 'A', 'text': 'loosing'}, {'label': 'B', 'text': 'broke'}, {'label': 'C', 'text': 'lost'}, {'label': 'D', 'text': 'loss'}, {'label': 'E', 'text': 'waste'}]","The poker player was not gaining money on the night, what was he doing instead?","['poker', 'money', 'player', 'gaining', 'instead']"
